OBJECTID,Damage,Street_Number,Street_Name,Street_Type,City,Zip_Code,CAL_FIRE_Unit,County,Community,Incident_Start_Date,Structure_Defense_Actions_Taken,Structure_Type,Structure_Category,Number_of_Units,Roof_Construction,Eaves,Vent_Screen,Exterior_Siding,Window_Pane,DeckPorch_On_Grade,DeckPorch_Elevated,Patio_CoverCarport_Attached_to_Structure,Fence_Attached_to_Structure,Distance_Propane_Tank_to_Structure,Distance_Residence_to_UtilityMisc_Structure,Assessed_Improved_Value,Year_Built,Site_Address,Latitude,Longitude,Year_Built_Known
6944,No Damage,0.0,Huntington Lake,Road,Lakeshore,93634,FKU,Fresno,Huntington Lake ,2020-09-04 00:00:00,Unknown,Mixed Commercial/Residential,Mixed Commercial/Residential,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1961, LAKESHORE CA 93634,37.23690859069,-119.23937871446,0
100483,No Damage,16.0,Vientos,Road,Camarillo,93010,VNC,Ventura,Unknown,2024-11-06 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,>30,Unknown,551867.0,2020,"16 VIENTOS RD, CAMARILLO, CA 93010",34.240961,-119.0664796,1
33903,Destroyed (>50%),6666.0,Shay,Lane,Paradise,95969,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,30-50',311852.0,1978,6666  SHAY LN   PARADISE CA 95969,39.7773873408239,-121.570337511082,1
39071,Destroyed (>50%),450.0,Nottingham,Road,Paradise,95969,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,230000.0,1988,450  NOTTINGHAM DR   PARADISE CA 95969,39.7597642994408,-121.635531785222,1
13029,Destroyed (>50%),6227.0,Highway 12,Unknown,Santa Rosa,95409,LNU,Sonoma,Unknown,2020-09-27 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,75857.0,1991,6227 HWY 12 SANTA ROSA CA 95409,38.4539926379442,-122.61995959763,1
51844,Destroyed (>50%),15371.0,Rock Creek,Road,Unincorporated,96087,SHU,Shasta,Shasta,2018-07-23 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,No Vents,Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,42386.0,1962,15371 ROCK CREEK RD SHASTA CA 96087,40.6146130164682,-122.490286716474,1
83610,Destroyed (>50%),19603.0,Us Highway 50,Unknown,Pollock Pines,95726,AEU,El Dorado,Unknown,2021-08-14 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Wood,Unknown,Unknown,Wood,Single Pane,No Deck/Porch,Wood,Unknown,No Fence,0-10,<30',26887.0,1961,19603 US HIGHWAY 50 POLLOCK PINES CA 95726,38.8134389280916,-120.087300056243,0
111754,Destroyed (>50%),2666.0,Meguiar,Drive,Pasadena,91107,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,108295.0,1949,"2666 MEGUIAR DR, PASADENA, CA 91107",34.1705638,-118.0968878,1
5825,Destroyed (>50%),44525.0,Auberry ,Road,Auberry,93602,FKU,Fresno,Unknown,2020-09-04 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Concrete,Enclosed,No Vents,Vinyl,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,325000.0,1975,44525 AUBERRY RD AUBERRY CA 93602,37.0597619645276,-119.388555347246,1
9699,Destroyed (>50%),6114.0,INDIAN CREEK RD,Unknown,Unknown,Unknown,SKU,Siskiyou,HAPPY CAMP,2020-09-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,1961,Unknown,41.8672597659241,-123.403001953276,0
26803,No Damage,102.0,Milky Way,Unknown,Unknown,Unknown,ORC,Orange,Irvine ,2020-10-26 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,1088964.0,1961,Unknown,33.6980863363013,-117.704313609668,0
64487,Destroyed (>50%),1829.0,Walnut Creek,Court,Santa Rosa,95403,LNU,Sonoma,Coffey Park,2017-10-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,275000.0,1961,1829 WALNUT CREEK CT SANTA ROSA CA 95403,38.4738446383441,-122.748275911316,0
29927,Destroyed (>50%),1846.0,Fruitland,Lane,Paradise,95969,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,101977.0,1975,1846  FRUITLAND LN   PARADISE CA 95969,39.7654043331652,-121.573927682013,1
84161,No Damage,1187.0,Highway 36,Unknown,Chester,96020,LMU,Plumas,Chester,2021-07-13 00:00:00,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,,1961,1187 HIGHWAY 36 CHESTER CA 96020,40.2810822004566,-121.248697751998,0
38631,Destroyed (>50%),5436.0,Clark,Road,Paradise,95969,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,539802.0,1963,5436  CLARK RD   PARADISE CA 95969,39.7451899842347,-121.604902960246,1
63742,Destroyed (>50%),500.0,Carriage ,Court,Unincorporated,95403,LNU,Sonoma,Larkfield-Wikiup,2017-10-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,368689.0,1961,500 CARRIAGE CT SANTA ROSA CA 95403,38.5046737731178,-122.744957453809,0
6531,Destroyed (>50%),45079.0,Auberry ,Road,Auberry,93602,FKU,Fresno,Unknown,2020-09-04 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Metal,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Unknown,Unknown,Combustible,No Fence,21-30,Unknown,503140.0,2002,45079 AUBERRY RD AUBERRY CA 93602,37.0598510217009,-119.379761268213,1
48318,Destroyed (>50%),6425.0,Chesebro ,Road,Agoura Hills,91301,LAC,Los Angeles,Agoura Hills ,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,631380.0,1979,6425 CHESEBRO RD AGOURA HILLS CA 91301,34.1636012402722,-118.737921053253,1
13388,Destroyed (>50%),6987.0,Saint Helena ,Road,Santa Rosa,95404,LNU,Sonoma,Unknown,2020-09-27 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,195545.0,1980,6987 SAINT HELENA RD SANTA ROSA CA 95404,38.5288896861877,-122.611696656492,1
127750,No Damage,2651.0,Westridge ,Road,Los Angeles,90049,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Hand Crew Fuel Break,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,Unknown,Unknown,239245.0,1971,"2651 WESTRIDGE RD, LOS ANGELES, CA 90049",34.0852992,-118.5092328,1
104517,Destroyed (>50%),84.0,W Loma Alta,Drive,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,<30',43561.0,1947,"84 W LOMA ALTA DR, ALTADENA, CA 91001",34.20239,-118.145519,1
2222,Destroyed (>50%),10703.0,Oroville Quincy Highway,Way,Berry Creek,95916,BTU,Butte,Unknown,2020-09-09 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,4112.0,1989,"10703 OROVILLE QUINCY HWY, BERRY CREEK CA 95916",39.6504264034,-121.405597062942,1
89892,No Damage,40525.0,Gibbel ,Road,Hemet,92544,RRU,Riverside,Unknown,2022-09-05 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,295471.0,1948,40525 GIBBEL RD HEMET 92544 CA,33.70102261,-116.95344114,1
72176,Destroyed (>50%),17470.0,Arroyo Vista,Road,Unincorporated,95461,LNU,Lake,Unknown,2015-09-12 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,45000.0,1961,17470 ARROYO VISTA RD MIDDLETOWN CA 95461,38.8071420684762,-122.709517442613,0
117667,No Damage,2048.0,Madison,Avenue,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,164924.0,1923,"2048 MADISON AVE, ALTADENA, CA 91001",34.180736,-118.1373533,1
4821,No Damage,52.0,Fox Hill,Road,Berry Creek,95916,BTU,Butte,Unknown,2020-09-09 00:00:00,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Metal,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,>50',102349.0,1978,"52 FOX HILL RD, BERRY CREEK CA 95916",39.6939210212635,-121.325797244988,1
127439,No Damage,741.0,Greentree ,Road,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,Combustible,Combustible,Unknown,Unknown,289756.0,1948,"741 GREENTREE RD, PACIFIC PALISADES, CA 90272",34.0425611,-118.5163755,1
2005,No Damage,300.0,Kanaka Ranch,Road,Oroville,95966,BTU,Butte,Feather Falls,2020-09-09 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,21201.0,1941,"300 KANAKA RANCH RD, FEATHER FALLS CA 95966",39.5814937038339,-121.31259272537,1
31608,Destroyed (>50%),1804.0,Sunrise ,Lane,Paradise,95969,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Combustible,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,<30',35700.0,1978,1804  SUNRISE LN   PARADISE CA 95969,39.7921862149968,-121.576734834631,1
18274,No Damage,4545.0,Mill Creek,Road,Healdsburg,95448,LNU,Sonoma,Healdsburg,2020-08-16 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2332551.0,2007,4545 MILL CREEK RD HEALDSBURG CA 95448,38.5879950834043,-122.940851516426,1
21645,No Damage,650.0,Swanton ,Road,Davenport,95017,CZU,Santa Cruz,Davenport ,2020-08-16 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,427818.0,1961,650 SWANTON RD DAVENPORT CA 95017,37.0810641398886,-122.26119618688,0
46425,Destroyed (>50%),5604.0,Sawmill,Road,Paradise,95969,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Combustible,Single Pane,Wood,Wood,Unknown,Non Combustible,Unknown,Unknown,62220.0,1962,5604  SAWMILL RD   PARADISE CA 95969,39.750706448139,-121.588674834451,1
99642,No Damage,3250.0,Serra ,Road,Malibu,90265,LAC,Los Angeles,Unknown,2024-12-09 00:00:00,Engine Company Actions,Single Family Residence Multi Story,Single Residence,5.0,Tile,No Eaves,Unknown,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,>50',3060000.0,1949,"3250 SERRA RD, MALIBU, CA 90265",34.0467626,-118.6770209,1
22441,No Damage,0.0,Unknown,Unknown,Santa Cruz,95060,CZU,Santa Cruz,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,189114.0,1967,461 ICE CREAM GRADE SANTA CRUZ CA 95060,37.0589091560818,-122.144475982652,1
65968,Destroyed (>50%),100005.0,Rocky Creek,Road,Lower Lake,95457,LNU,Lake,Lower Lake,2015-07-29 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10199.0,1961,100005 Rocky Creek Road,38.9085387666001,-122.490476310407,0
70532,Destroyed (>50%),4584.0,Kilarney,Circle,Santa Rosa,95403,LNU,Sonoma,Fountaingrove,2017-10-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,252709.0,1961,4584 KILARNEY CIR SANTA ROSA CA 95403,38.4902026023384,-122.722487042902,0
91062,No Damage,11550.0,La Grange ,Road,Jamestown,95327,TCU,Tuolumne,Unknown,2022-08-03 00:00:00,Fire Retardant Drop,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,292543.0,1989,11550 LA GRANGE RD JAMESTOWN 95327 CA,37.83291341,-120.49721777,1
49505,Destroyed (>50%),5837.0,Murphy ,Way,Malibu,90265,LAC,Los Angeles,Malibu ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Tile,Unknown,Unknown,Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,289452.0,1981,5837 MURPHY WAY MALIBU CA 90265,34.0360897324565,-118.785142011259,1
6155,No Damage,33066.0,Cascadel Heights,Drive,North Fork,93643,MMU,Madera,Unknown,2020-09-04 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,334853.0,1990,33066 CASCADEL HEIGHTS DR NORTH FORK CA 93643,37.2306178972436,-119.47057689473,1
32024,Destroyed (>50%),6717.0,Skyway,Unknown,Paradise,95969,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Mixed Commercial/Residential,Mixed Commercial/Residential,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,99958.0,1930,6717  SKYWAY     PARADISE CA 95969,39.7621774830279,-121.622780499802,1
50519,Destroyed (>50%),0.0,Sam Alley Ridge,Road,Unincorporated,95485,LNU,Lake,Middle Creek Flat,2018-07-27 00:00:00,Unknown,Motor Home,Single Residence,Unknown,Other,No Eaves,No Vents,Unknown,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,Unknown,0.0,1961,11959 PITNEY RIDGE RD UPPER LAKE CA 95485,39.2024779165645,-122.857694433744,0
92742,No Damage,5843.0,Darrah ,Road,Mariposa,95338,MMU,Mariposa,Unknown,2022-07-22 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,Unknown,Unknown,48987.0,1961,5843 DARRAH RD MARIPOSA 95338 CA,37.50928837,-119.84398154,0
74238,No Damage,48100.0,Twin Pines,Road,Banning,Unknown,RRU,Riverside,Unknown,2013-08-07 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,1961,Unknown,33.8676130000381,-116.822763999616,0
98093,Destroyed (>50%),13700.0,Calle de Los Pinos,Road,Lake Elsinore,92530,RRU,Riverside,Unknown,2024-09-09 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0-10,Unknown,115380.0,1982,"13700 CALLE DE LOS PINOS RD, LAKE ELSINORE, CA 92530",33.6505568,-117.4196041,1
118722,No Damage,1632.0,Morada,Place,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,147246.0,1918,"1632 MORADA PL, ALTADENA, CA 91001",34.1791195,-118.1169163,1
101389,No Damage,1690.0,N Altadena,Drive,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,Unknown,Unknown,131220.0,1946,"1690 N ALTADENA DR, ALTADENA, CA 91001",34.1752707,-118.0979681,1
131491,Destroyed (>50%),511.0,Muskingum,Avenue,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Combustible,Unknown,Unknown,715595.0,1947,"511 MUSKINGUM AVE, PACIFIC PALISADES, CA 90272",34.0427871,-118.5391736,1
87486,No Damage,2184.0,Beckwourth Genesee ,Road,Taylorsville,95983,LMU,Plumas,Taylorsville ,2021-07-13 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,0.0,Metal,No Eaves,No Vents,Metal,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,311500.0,1961,2184 BECKWOURTH GENESEE RD TAYLORSVILLE CA 95983,40.0506556880277,-120.724857483017,0
57084,No Damage,601.0,Hanwell Hill,Other,Unincorporated,Unknown,LNU,Napa,The Highlands,2017-10-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3081697.0,1961,601 ALTA MESA PL,38.3588112736892,-122.249777890848,0
26762,No Damage,231.0,Milky Way,Unknown,Unknown,Unknown,ORC,Orange,Irvine ,2020-10-26 00:00:00,Unknown,Multi Family Residence Multi Story,Multiple Residence,8.0,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,,1961,Unknown,33.6984646485871,-117.702485084415,0
91441,Destroyed (>50%),5322.0,Hoy,Road,Weed,96094,SKU,Siskiyou,Weed ,2022-09-02 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Unknown,No Fence,21-30,>50',342248.0,1961,"5322 HOY RD, WEED, CA 96094",41.44776158,-122.39051269,0
114960,Destroyed (>50%),2371.0,Tanoble,Drive,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Tile,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,352327.0,1925,"2371 TANOBLE DR, ALTADENA, CA 91001",34.1866603,-118.1151578,1
106630,Destroyed (>50%),240.0,E Mariposa ,Street,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,141244.0,1939,"240 E MARIPOSA ST, ALTADENA, CA 91001",34.1914675,-118.1440505,1
2064,Destroyed (>50%),1985.0,Lumpkin,Road,Oroville,95966,BTU,Butte,Unknown,2020-09-09 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,0.0,Asphalt,No Eaves,Unknown,Metal,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,0-10,Unknown,5389.0,1979,"1985 LUMPKIN RD, FEATHER FALLS CA 95966",39.5762481134514,-121.305488265995,1
128617,Destroyed (>50%),958.0,Embury,Street,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Unknown,Combustible,Combustible,Unknown,Unknown,1226244.0,1927,"958 EMBURY ST, PACIFIC PALISADES, CA 90272",34.0469596,-118.522835,1
85503,No Damage,1705.0,Greenville Wolf Creek,Road,Greenville,95947,LMU,Plumas,Greenville ,2021-07-13 00:00:00,Hand Crew Fuel Break,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Wood,No Windows,Wood,No Deck/Porch,Combustible,No Fence,Unknown,>50',300675.0,1961,1705 GREENVILLE WOLF CREEK RD GREENVILLE CA 95947,40.1616900335235,-120.960633933421,0
119972,No Damage,180.0,Surfview,Drive,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,759658.0,1965,"180 SURFVIEW DR, PACIFIC PALISADES, CA 90272",34.0435924,-118.5676154,1
29538,Destroyed (>50%),5834.0,Sawmill ,Road,Paradise,95969,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Wood,Wood,Combustible,No Fence,Unknown,Unknown,94120.0,1973,5834  SAWMILL RD   PARADISE CA 95969,39.7584871542206,-121.588631741368,1
50032,Destroyed (>50%),29759.0,Cuthbert,Road,Malibu,90265,LAC,Los Angeles,Malibu,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,1.0,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,>50',266679.0,1961,29759 CUTHBERT RD MALIBU CA 90265,34.0340497655578,-118.822139147795,1
83287,No Damage,2624.0,S Upper Truckee ,Road,South Lake Tahoe,96150,AEU,El Dorado,Unknown,2021-08-14 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,143341.0,1961,2624 S UPPER TRUCKEE RD SOUTH LAKE TAHOE CA 96150,38.8395463165779,-120.0245743004,0
71809,Destroyed (>50%),987.0,Mark West Springs,Road,Unincorporated,95404,LNU,Sonoma,Larkfield-Wikiup,2017-10-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Fire Resistant,Unknown,Unknown,Fire Resistant,Single Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1500955.0,1961,987 MARK WEST SPRINGS RD SANTA ROSA CA 95404,38.5077216091969,-122.724334657355,0
129930,Destroyed (>50%),878.0,Galloway ,Street,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Vinyl,Unknown,Masonry/Concrete,Masonry/Concrete,Unknown,Combustible,Unknown,Unknown,1352520.0,1961,"878 GALLOWAY ST, PACIFIC PALISADES, CA 90272",34.0454592,-118.5205085,0
21108,Destroyed (>50%),12414.0,Alba,Road,Ben Lomond,95005,CZU,Santa Cruz,Ben Lomond,2020-08-16 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,No Eaves,Unscreened,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,170547.0,1963,12434 ALBA RD BEN LOMOND CA 95005,37.0948053202701,-122.128741212509,1
24696,No Damage,250.0,Tasset,Road,Santa Cruz,95060,CZU,Santa Cruz,Bonny Doon,2020-08-16 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,471359.0,1978,250 TASSETT CT BONNY DOON CA 95060,37.0453216610553,-122.104820115844,1
