OBJECTID,Damage,City,Zip_Code,CAL_FIRE_Unit,County,Incident_Start_Date,Structure_Defense_Actions_Taken,Structure_Type,Structure_Category,Number_of_Units,Roof_Construction,Eaves,Vent_Screen,Exterior_Siding,Window_Pane,DeckPorch_On_Grade,DeckPorch_Elevated,Patio_CoverCarport_Attached_to_Structure,Fence_Attached_to_Structure,Distance_Propane_Tank_to_Structure,Distance_Residence_to_UtilityMisc_Structure,Assessed_Improved_Value,Year_Built,Latitude,Longitude,Zip_Code_Prefix,Year_Built_Known,Incident_Start_Year,Incident_Start_Month,Incident_Start_Month_Name,Incident_Start_Weekday,Assessed_Improved_Value_Known
80282,No Damage,Twin Bridges,95735,AEU,El Dorado,2021-08-14,Combination of Actions,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,21-30,<=30,196323.0,1961,38.8241694490111,-120.059532944859,957,0,2021,8,August,Saturday,1
80725,Destroyed (>50%),Grizzly Flats,95636,AEU,El Dorado,2021-08-14,Unknown,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,"Mesh Screen <= 1/8""""",Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,149926.0,1961,38.6438380384783,-120.524557894499,956,0,2021,8,August,Saturday,1
29554,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,81167.0,1977,39.7588006528001,-121.57973847126,959,1,2018,11,November,Thursday,1
99450,No Damage,Malibu,90265,LAC,Los Angeles,2024-12-09,Unknown,Single Family Residence Single Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,0.0,1978,34.0365801,-118.7133071,902,1,2024,12,December,Monday,1
48276,Destroyed (>50%),Malibu,90265,LAC,Los Angeles,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Metal,Enclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,Masonry/Concrete,Unknown,Unknown,Unknown,Unknown,0.0,1962,34.043312149103,-118.892184009161,902,1,2018,11,November,Thursday,1
21754,No Damage,Santa Cruz,95060,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,447917.0,1968,37.0557978194322,-122.163719570497,950,1,2020,8,August,Sunday,1
27567,No Damage,Unknown,Unknown,ORC,Orange,2020-10-26,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,687801.0,2018,33.7301320078575,-117.74343478215,Unknown,1,2020,10,October,Monday,1
75679,No Damage,Windsor,95492,LNU,Sonoma,2019-10-23,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,318579.0,1991,38.5597457891743,-122.793315789457,954,1,2019,10,October,Wednesday,1
29322,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,Unknown,Unknown,100508.0,1962,39.7725633009185,-121.590439997035,959,1,2018,11,November,Thursday,1
120787,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Mobile Home Single Wide,Single Residence,0.0,Metal,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Unknown,Non Combustible,Unknown,Unknown,60393.0,2003,34.0389854,-118.5420214,902,1,2025,1,January,Tuesday,1
2375,Destroyed (>50%),Unknown,Unknown,BTU,Butte,2020-09-09,Unknown,Motor Home,Single Residence,0.0,Metal,No Eaves,No Vents,Other,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,Unknown,0.0,1961,39.6306788417536,-121.453422474844,Unknown,0,2020,9,September,Wednesday,1
78407,Destroyed (>50%),Grass Valley,95949,NEU,Nevada,2021-08-04,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,124492.0,1961,39.1224183098591,-120.982260580137,959,0,2021,8,August,Wednesday,1
95441,No Damage,Paynes Creek,96075,TGU,Tehama,2024-07-24,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,Unscreened,Wood,Multi Pane,Wood,Wood,Combustible,Combustible,Unknown,Unknown,178699.0,2007,40.3081654,-121.7836797,960,1,2024,7,July,Wednesday,1
108985,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,>=50,99625.0,1948,34.1833505,-118.1568,910,1,2025,1,January,Tuesday,1
109704,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,Unknown,Unknown,245118.0,1923,34.1906035,-118.1597681,910,1,2025,1,January,Tuesday,1
48997,Destroyed (>50%),Los Angeles,90265,LAC,Los Angeles,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Unknown,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,11-20,30-50,159037.0,1998,34.0727303669083,-118.894728983073,902,1,2018,11,November,Thursday,1
54508,No Damage,Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1900,39.736835008542,-121.610562763354,959,1,2018,11,November,Thursday,0
33615,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Single Pane,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,0-10,Unknown,16532.0,1948,39.7564979694517,-121.624651434519,959,1,2018,11,November,Thursday,1
37449,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,264857.0,2001,39.7392286660604,-121.569023129395,959,1,2018,11,November,Thursday,1
8073,No Damage,Shaver Lake,93664,FKU,Fresno,2020-09-04,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,214210.0,1986,37.0775677567852,-119.332487747983,936,1,2020,9,September,Friday,1
33390,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,35491.0,1943,39.7697628254372,-121.619142101017,959,1,2018,11,November,Thursday,1
10521,No Damage,Santa Rosa,95409,LNU,Sonoma,2020-09-27,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Other,No Eaves,"Mesh Screen > 1/8""""",Vinyl,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,2008,38.4396791451684,-122.578153342797,954,1,2020,9,September,Sunday,1
131258,No Damage,Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Concrete,No Eaves,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,0.0,1928,34.0432239,-118.561303,902,1,2025,1,January,Tuesday,1
90260,Destroyed (>50%),North Fork,93643,MMU,Madera,2022-09-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,11-20,Unknown,42921.0,1968,37.21338762,-119.49200892,936,1,2022,9,September,Wednesday,1
117018,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,104087.0,1967,34.1975994,-118.1436052,910,1,2025,1,January,Tuesday,1
98794,No Damage,Highland,92346,BDU,San Bernardino,2024-09-05,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,640732.0,2010,34.1144642,-117.1370893,923,1,2024,9,September,Thursday,1
11087,Destroyed (>50%),Saint Helena,94574,LNU,Napa,2020-09-27,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Wood,Multi Pane,Unknown,Unknown,No Patio Cover/Carport,No Fence,Unknown,Unknown,274727.0,1954,38.5434189647016,-122.467950760908,945,1,2020,9,September,Sunday,1
80285,No Damage,Twin Bridges,95735,AEU,El Dorado,2021-08-14,Hand Crew Fuel Break,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,No Vents,Other,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,3359.0,1961,38.8216209764493,-120.063608777373,957,0,2021,8,August,Saturday,1
29836,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,Wood,Combustible,Non Combustible,Unknown,>=50,134310.0,1964,39.7751571466245,-121.570365717283,959,1,2018,11,November,Thursday,1
129725,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,435061.0,1988,34.0481547,-118.5186272,902,1,2025,1,January,Tuesday,1
6327,Destroyed (>50%),Auberry,93602,FKU,Fresno,2020-09-04,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,Unknown,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,11-20,>=50,0.0,1961,37.058880403127,-119.377667956445,936,0,2020,9,September,Friday,1
419,Destroyed (>50%),Nevada City,95959,NEU,Nevada,2020-08-17,Combination of Actions,Mobile Home Single Wide,Single Residence,Unknown,Other,No Eaves,No Vents,Vinyl,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,135072.0,1979,39.2751406109436,-121.107865434241,959,1,2020,8,August,Monday,1
104657,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,561918.0,1955,34.1934466,-118.1128964,910,1,2025,1,January,Tuesday,1
93574,Destroyed (>50%),Unknown,Unknown,KRN,Kern,2024-07-24,Unknown,Motor Home,Single Residence,0.0,Metal,No Eaves,No Vents,Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,Unknown,0.0,1961,35.5101016,-118.49924,Unknown,0,2024,7,July,Wednesday,1
111822,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,173839.0,1978,34.185163,-118.1259607,910,1,2025,1,January,Tuesday,1
130630,Destroyed (>50%),Topanga,90290,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Wood,Unknown,Combustible,No Fence,21-30,>=50,412077.0,1995,34.0694363,-118.6135396,902,1,2025,1,January,Tuesday,1
43179,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Commercial Building Single Story,Nonresidential Commercial,Unknown,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,185999.0,1958,39.7473604300247,-121.636368344026,959,1,2018,11,November,Thursday,1
2092,Destroyed (>50%),Oroville,95966,BTU,Butte,2020-09-09,Unknown,Motor Home,Single Residence,0.0,Asphalt,Enclosed,Unknown,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,Unknown,3437.0,1991,39.5734023936903,-121.312907865152,959,1,2020,9,September,Wednesday,1
26427,No Damage,Unknown,Unknown,ORC,Orange,2020-10-26,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,0.0,1961,33.7012717859622,-117.708732546518,Unknown,0,2020,10,October,Monday,0
26590,No Damage,Unknown,Unknown,ORC,Orange,2020-10-26,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,0.0,1961,33.7013315115949,-117.709488191369,Unknown,0,2020,10,October,Monday,0
131777,No Damage,Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,0.0,1949,34.0503435,-118.5371239,902,1,2025,1,January,Tuesday,1
14698,No Damage,Saint Helena,94574,LNU,Napa,2020-09-27,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,0-10,<=30,0.0,1961,38.5358886892525,-122.526798578602,945,0,2020,9,September,Sunday,1
53634,No Damage,Unincorporated,95965,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,169430.0,2009,39.7731999339195,-121.500005746678,959,1,2018,11,November,Thursday,1
75960,Destroyed (>50%),Unincorporated,95448,LNU,Sonoma,2019-10-23,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Metal,Unknown,Unknown,Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,104040.0,1961,38.547717444631,-122.766789828199,954,0,2019,10,October,Wednesday,1
102401,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,<=30,362429.0,1927,34.1992342,-118.1262277,910,1,2025,1,January,Tuesday,1
32862,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,16482.0,1978,39.7675999738205,-121.60853863444,959,1,2018,11,November,Thursday,1
49990,Destroyed (>50%),Malibu,90265,LAC,Los Angeles,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,Unknown,Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,>=50,266628.0,1952,34.031914839554,-118.818051373077,902,1,2018,11,November,Thursday,1
121506,No Damage,Malibu,90265,LAC,Los Angeles,2025-01-07,Unknown,Commercial Building Single Story,Nonresidential Commercial,Unknown,Tile,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,Non Combustible,Unknown,<=30,161871.0,1967,34.0405168,-118.5787711,902,1,2025,1,January,Tuesday,1
37887,Destroyed (>50%),Magalia,95954,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,0.0,Metal,Unknown,"Mesh Screen <= 1/8""""",Combustible,Single Pane,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,No Fence,21-30,<=30,38476.0,1973,39.804013691932,-121.580707773214,959,1,2018,11,November,Thursday,1
45390,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,30-50,68270.0,1935,39.7709809288329,-121.585190529077,959,1,2018,11,November,Thursday,1
27115,No Damage,Irvine,92618,ORC,Orange,2020-10-26,Unknown,Multi Family Residence Multi Story,Multiple Residence,7.0,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,Unknown,Unknown,196568.0,2009,33.6985477890263,-117.735636305048,926,1,2020,10,October,Monday,1
48467,Destroyed (>50%),Los Angeles,91301,LAC,Los Angeles,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Metal,No Eaves,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,192855.0,1971,34.1107570505712,-118.792300374941,913,1,2018,11,November,Thursday,1
48091,Destroyed (>50%),Magalia,95954,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,11-20,Unknown,300584.0,1992,39.7989403271776,-121.602013801324,959,1,2018,11,November,Thursday,1
34570,Destroyed (>50%),Unincorporated,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,285000.0,1990,39.7245474675035,-121.570402966825,959,1,2018,11,November,Thursday,1
51279,Destroyed (>50%),Unincorporated,96003,SHU,Shasta,2018-07-23,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,133527.0,2003,40.6178377871173,-122.433349786968,960,1,2018,7,July,Monday,1
48399,Destroyed (>50%),Los Angeles,91301,LAC,Los Angeles,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,0.0,Metal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1968,34.1096873800294,-118.791201495498,913,1,2018,11,November,Thursday,1
32709,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,Unknown,Unknown,316892.0,1985,39.7885903555642,-121.570747986369,959,1,2018,11,November,Thursday,1
128384,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,No Eaves,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,55346.0,1947,34.046926,-118.5389206,902,1,2025,1,January,Tuesday,1
86747,No Damage,Janesville,96114,LMU,Lassen,2021-07-13,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Enclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,0-10,Unknown,336342.0,1961,40.2623246230656,-120.482019359995,961,0,2021,7,July,Tuesday,1
4697,Destroyed (>50%),Berry Creek,95916,BTU,Butte,2020-09-09,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,25605.0,1961,39.6698861176213,-121.394090698774,959,0,2020,9,September,Wednesday,1
16224,Destroyed (>50%),Winters,95694,LNU,Solano,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,2012,38.4903440335798,-122.030568877888,956,1,2020,8,August,Sunday,1
89930,No Damage,Hemet,92544,RRU,Riverside,2022-09-05,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,220731.0,1978,33.69874374,-116.92112519,925,1,2022,9,September,Monday,1
37209,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,<=30,209100.0,1953,39.7619915133772,-121.63043855136,959,1,2018,11,November,Thursday,1
10979,No Damage,Saint Helena,94574,LNU,Napa,2020-09-27,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,360810.0,1961,38.5370021990165,-122.474783045125,945,0,2020,9,September,Sunday,1
13167,No Damage,Saint Helena,94574,LNU,Napa,2020-09-27,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,394632.0,1942,38.5365730378931,-122.488023452438,945,1,2020,9,September,Sunday,1
115953,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,175125.0,1948,34.1983344,-118.1537293,910,1,2025,1,January,Tuesday,1
126217,Destroyed (>50%),Malibu,90265,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1951,34.044232,-118.654888,902,1,2025,1,January,Tuesday,1
55016,No Damage,Paradise,95969,BTU,Butte,2018-11-08,Unknown,Commercial Building Multi Story,Nonresidential Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,2008,39.7463354353402,-121.640557630167,959,1,2018,11,November,Thursday,1
113900,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,209838.0,1917,34.1850645,-118.1270688,910,1,2025,1,January,Tuesday,1
48413,Destroyed (>50%),Los Angeles,91301,LAC,Los Angeles,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1968,34.1096584628315,-118.791941890548,913,1,2018,11,November,Thursday,1
90013,No Damage,Unknown,Unknown,RRU,Riverside,2022-09-05,Unknown,Infrastructure,Infrastructure,Unknown,Other,No Eaves,No Vents,Other,No Windows,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,0.0,1961,33.68707919,-116.92357966,Unknown,0,2022,9,September,Monday,0
103094,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,<=30,148095.0,1951,34.1840659,-118.1144893,910,1,2025,1,January,Tuesday,1
114874,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Masonry/Concrete,Combustible,Combustible,Unknown,Unknown,478526.0,1991,34.1847079,-118.1270567,910,1,2025,1,January,Tuesday,1
52174,Destroyed (>50%),Unincorporated,96001,SHU,Shasta,2018-07-23,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,30926.0,1977,40.5674837484115,-122.470105316218,960,1,2018,7,July,Monday,1
37191,Destroyed (>50%),Concow,95965,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,Combustible,Non Combustible,11-20,>=50,121211.0,1962,39.7291660512193,-121.536372415903,959,1,2018,11,November,Thursday,1
