OBJECTID,Damage,City,Zip_Code,CAL_FIRE_Unit,County,Incident_Start_Date,Structure_Defense_Actions_Taken,Structure_Type,Structure_Category,Number_of_Units,Roof_Construction,Eaves,Vent_Screen,Exterior_Siding,Window_Pane,DeckPorch_On_Grade,DeckPorch_Elevated,Patio_CoverCarport_Attached_to_Structure,Fence_Attached_to_Structure,Distance_Propane_Tank_to_Structure,Distance_Residence_to_UtilityMisc_Structure,Assessed_Improved_Value,Year_Built,Latitude,Longitude,Zip_Code_Prefix,Year_Built_Known,Incident_Start_Year,Incident_Start_Month,Incident_Start_Month_Name,Incident_Start_Weekday,Assessed_Improved_Value_Known
6970,Destroyed (>50%),Auberry,93602,FKU,Fresno,2020-09-04,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,Unknown,Unknown,Unknown,No Fence,11-20,Unknown,128530.0,1965,37.0855897290004,-119.418210002298,936,1,2020,9,September,Friday,1
7854,No Damage,Auberry,93602,FKU,Fresno,2020-09-04,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,12245.0,1961,37.0349191489414,-119.339760622609,936,0,2020,9,September,Friday,1
26638,No Damage,Unknown,Unknown,ORC,Orange,2020-10-26,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,0.0,1961,33.6937165961864,-117.704301897433,Unknown,0,2020,10,October,Monday,0
84861,Destroyed (>50%),Greenville,95947,LMU,Plumas,2021-07-13,Unknown,Single Family Residence Single Story,Single Residence,0.0,Metal,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,>30,>=50,94371.0,1961,40.1399568807204,-120.9388005089,959,0,2021,7,July,Tuesday,1
131318,No Damage,Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,Unknown,Unknown,0.0,1952,34.046923,-118.5351941,902,1,2025,1,January,Tuesday,1
30281,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,98838.0,1962,39.7634174563784,-121.572664849252,959,1,2018,11,November,Thursday,1
8307,No Damage,Shaver Lake,93664,FKU,Fresno,2020-09-04,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,400000.0,2000,37.088412268867,-119.32878447197,936,1,2020,9,September,Friday,1
110076,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,122704.0,1941,34.1890989,-118.1517101,910,1,2025,1,January,Tuesday,1
44586,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,No Vents,Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,38474.0,1945,39.7550179277436,-121.601178553163,959,1,2018,11,November,Thursday,1
128074,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Combustible,Unknown,Unknown,94130.0,1947,34.0484897,-118.5206142,902,1,2025,1,January,Tuesday,1
126239,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,Unknown,Unknown,361763.0,1947,34.0490087,-118.5425441,902,1,2025,1,January,Tuesday,1
32876,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,88741.0,1952,39.7701014482695,-121.610606594852,959,1,2018,11,November,Thursday,1
36841,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,28283.0,1969,39.7479961419267,-121.586198675083,959,1,2018,11,November,Thursday,1
96633,Destroyed (>50%),Chico,95973,BTU,Butte,2024-07-24,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,Unknown,275372.0,1989,39.8471699,-121.8299304,959,1,2024,7,July,Wednesday,1
121459,No Damage,Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Combination of Actions,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,Wood,Combustible,Non Combustible,Unknown,Unknown,431085.0,1953,34.046823,-118.5551608,902,1,2025,1,January,Tuesday,1
10487,No Damage,Santa Rosa,95409,LNU,Sonoma,2020-09-27,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Other,No Eaves,"Mesh Screen > 1/8""""",Vinyl,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,2008,38.43972126509,-122.578648870576,954,1,2020,9,September,Sunday,1
119402,No Damage,Pasadena,91107,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,234730.0,1949,34.1611931,-118.0824857,911,1,2025,1,January,Tuesday,1
33694,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Commercial Building Single Story,Nonresidential Commercial,Unknown,Asphalt,Unknown,Unknown,Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,72830.0,1961,39.7559394798351,-121.624307911567,959,1,2018,11,November,Thursday,1
8261,No Damage,Shaver Lake,93664,FKU,Fresno,2020-09-04,Unknown,Mixed Commercial/Residential,Mixed Commercial/Residential,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1961,37.1253999687802,-119.317954042443,936,0,2020,9,September,Friday,1
21190,Destroyed (>50%),Santa Cruz,95060,CZU,Santa Cruz,2020-08-16,Unknown,Commercial Building Single Story,Nonresidential Commercial,Unknown,Asphalt,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,Unknown,0.0,1961,37.0817698562213,-122.146590191029,950,0,2020,8,August,Sunday,1
53140,No Damage,Paradise,95969,BTU,Butte,2018-11-08,Unknown,Infrastructure,Infrastructure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1900,39.7605011381436,-121.618777277214,959,1,2018,11,November,Thursday,0
117856,No Damage,Pasadena,91107,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,121905.0,1925,34.1641514,-118.0963538,911,1,2025,1,January,Tuesday,1
22818,No Damage,Santa Cruz,95060,CZU,Santa Cruz,2020-08-16,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,148413.0,1986,37.0659343622544,-122.119739075571,950,1,2020,8,August,Sunday,1
118042,No Damage,Pasadena,91107,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Tile,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,Masonry/Concrete,Combustible,Combustible,Unknown,Unknown,176015.0,1952,34.1690128,-118.072455,911,1,2025,1,January,Tuesday,1
40145,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,58175.0,1978,39.7511413461841,-121.597133963156,959,1,2018,11,November,Thursday,1
17939,Destroyed (>50%),Healdsburg,95448,LNU,Sonoma,2020-08-16,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,No Eaves,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,157350.0,1961,38.6090887480909,-123.020010413374,954,0,2020,8,August,Sunday,1
108598,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,112084.0,1952,34.1916909,-118.1570228,910,1,2025,1,January,Tuesday,1
86427,No Damage,Janesville,96114,LMU,Lassen,2021-07-13,Unknown,Mobile Home Double Wide,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,68871.0,1961,40.2558526652175,-120.469628297207,961,0,2021,7,July,Tuesday,1
42058,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,14937.0,1961,39.7845402253547,-121.602318420037,959,0,2018,11,November,Thursday,1
11485,No Damage,Santa Rosa,95409,LNU,Sonoma,2020-09-27,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,169672.0,1954,38.4564166954823,-122.623454139307,954,1,2020,9,September,Sunday,1
30146,Destroyed (>50%),Magalia,95954,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Non Combustible,No Fence,0-10,<=30,78125.0,1991,39.8173585716782,-121.604745695782,959,1,2018,11,November,Thursday,1
97602,No Damage,Running Springs,92382,BDU,San Bernardino,2024-09-05,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,380613.0,1988,34.2053598,-117.1158077,923,1,2024,9,September,Thursday,1
79270,No Damage,Big Bear Lake,96010,SHU,Trinity,2021-08-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,67111.0,1961,40.739421237816,-123.208312915035,960,0,2021,8,August,Saturday,1
106456,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,<=30,72658.0,1941,34.1899688,-118.1061069,910,1,2025,1,January,Tuesday,1
117941,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,121958.0,1949,34.2034398,-118.1596332,910,1,2025,1,January,Tuesday,1
126950,Destroyed (>50%),Malibu,90265,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Metal,No Eaves,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,374436.0,1985,34.0738765,-118.6557455,902,1,2025,1,January,Tuesday,1
20029,No Damage,Salinas,93908,BEU,Monterey,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,238264.0,1971,36.5813976789693,-121.630787916954,939,1,2020,8,August,Sunday,1
48737,Destroyed (>50%),Malibu,90265,LAC,Los Angeles,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,183896.0,1954,34.0104701237176,-118.80846035903,902,1,2018,11,November,Thursday,1
49440,Destroyed (>50%),Malibu,90265,LAC,Los Angeles,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,Wood,Unknown,No Fence,Unknown,Unknown,455686.0,1952,34.0280037695757,-118.784529551576,902,1,2018,11,November,Thursday,1
21552,No Damage,Santa Cruz,95060,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,430524.0,1963,37.0544822433853,-122.115788099,950,1,2020,8,August,Sunday,1
8849,No Damage,Shaver Lake,93664,FKU,Fresno,2020-09-04,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,150267.0,1978,37.0529588322035,-119.323488344618,936,1,2020,9,September,Friday,1
99955,No Damage,Somis,93066,VNC,Ventura,2024-11-06,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Metal,Unenclosed,Unscreened,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,513997.0,1961,34.3093474,-118.9741687,930,0,2024,11,November,Wednesday,1
52831,Destroyed (>50%),Napa,94558,LNU,Napa,2018-07-28,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Wood,Wood,Combustible,Combustible,21-30,Unknown,195404.0,2004,38.5113895362701,-122.182699149769,945,1,2018,7,July,Saturday,1
80030,Destroyed (>50%),Grizzly Flats,95636,AEU,El Dorado,2021-08-14,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,0-10,Unknown,173400.0,1961,38.638498789151,-120.531475292292,956,0,2021,8,August,Saturday,1
126223,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,No Patio Cover/Carport,Combustible,Unknown,Unknown,0.0,1952,34.0518183,-118.5260678,902,1,2025,1,January,Tuesday,1
7258,No Damage,Lakeshore,93634,FKU,Fresno,2020-09-04,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1961,37.2362312180672,-119.15577584192,936,0,2020,9,September,Friday,1
111758,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,72379.0,1947,34.1858823,-118.1529701,910,1,2025,1,January,Tuesday,1
128221,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Combustible,Unknown,Unknown,0.0,1951,34.0496066,-118.5145302,902,1,2025,1,January,Tuesday,1
27254,No Damage,Yorba Linda,92887,ORC,Orange,2020-10-26,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,296524.0,1989,33.8815039800392,-117.697768838444,928,1,2020,10,October,Monday,1
84054,Destroyed (>50%),Greenville,95947,LMU,Plumas,2021-07-13,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,85693.0,1961,40.138823968971,-120.952338465184,959,0,2021,7,July,Tuesday,1
93128,No Damage,Copperopolis,95228,TCU,Calaveras,2024-06-17,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unenclosed,No Vents,Wood,No Windows,Wood,Wood,Combustible,No Fence,Unknown,Unknown,261467.0,1999,38.0324874,-120.6849323,952,1,2024,6,June,Monday,1
128899,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,167258.0,1949,34.0476414,-118.5440768,902,1,2025,1,January,Tuesday,1
76271,No Damage,Unincorporated,94515,LNU,Sonoma,2019-10-23,Unknown,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1999,38.6460811671615,-122.741596219425,945,1,2019,10,October,Wednesday,1
49304,Destroyed (>50%),Los Angeles,91301,LAC,Los Angeles,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,"Mesh Screen <= 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1950,34.1129440586423,-118.739435858062,913,1,2018,11,November,Thursday,1
25571,No Damage,Livermore,95140,SCU,Santa Clara,2020-08-18,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,68000.0,1961,37.3695061892239,-121.43845616941,951,0,2020,8,August,Tuesday,1
127670,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Tile,Unknown,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,23064.0,1923,34.0509869,-118.5215334,902,1,2025,1,January,Tuesday,1
18577,No Damage,Pope Valley,94567,LNU,Napa,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,437393.0,1961,38.6710218110197,-122.47584755233,945,0,2020,8,August,Sunday,1
81009,No Damage,Grizzly Flats,95636,AEU,El Dorado,2021-08-14,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Metal,No Windows,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,27500.0,1961,38.6394197275268,-120.549076970902,956,0,2021,8,August,Saturday,1
40782,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,Unknown,Combustible,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,129829.0,1972,39.7877841492965,-121.601061617665,959,1,2018,11,November,Thursday,1
110423,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Unknown,Non Combustible,Unknown,Unknown,470000.0,1939,34.1898198,-118.1519528,910,1,2025,1,January,Tuesday,1
126927,No Damage,Malibu,90265,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,21-30,Unknown,262177.0,1999,34.0749271,-118.6662808,902,1,2025,1,January,Tuesday,1
81927,No Damage,South Lake Tahoe,96150,AEU,El Dorado,2021-08-14,Engine Company Actions,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,No Vents,Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,Unknown,180000.0,1961,38.8435460690462,-120.0215644636,961,0,2021,8,August,Saturday,1
93121,No Damage,Healdsburg,95448,LNU,Sonoma,2024-06-16,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Metal,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,11-20,Unknown,0.0,1984,38.6936647,-122.975009,954,1,2024,6,June,Sunday,1
