OBJECTID,Damage,Street_Number,Street_Name,Street_Type,City,Zip_Code,CAL_FIRE_Unit,County,Community,Incident_Start_Date,Structure_Defense_Actions_Taken,Structure_Type,Structure_Category,Number_of_Units,Roof_Construction,Eaves,Vent_Screen,Exterior_Siding,Window_Pane,DeckPorch_On_Grade,DeckPorch_Elevated,Patio_CoverCarport_Attached_to_Structure,Fence_Attached_to_Structure,Distance_Propane_Tank_to_Structure,Distance_Residence_to_UtilityMisc_Structure_gt_120_SQFT,Assessed_Improved_Value,Year_Built,Site_Address,Latitude,Longitude
23834,Destroyed (>50%),916.0,Swanton View,Road,Unknown,Unknown,CZU,Santa Cruz,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,"Mesh Screen <= 1/8""""",Unknown,Single Pane,Unknown,Unknown,Unknown,No Fence,Unknown,Unknown,343344.0,1976.0,916 SWANTON VIEW RD DAVENPORT CA 95017,37.0744491251521,-122.22988523787
28100,No Damage,17182.0,Harding Canyon ,Road,Unknown,Unknown,ORC,Orange,Silverado ,2020-12-02 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,Unknown,21982.0,1923.0,17182 HARDING CANYON RD SILVERADO CA,33.7121015598233,-117.625779953632
127358,Destroyed (>50%),16906.0,Livorno,Drive,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Enclosed,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Unknown,Unknown,Combustible,Unknown,Unknown,556174.0,1946.0,"16906 LIVORNO DR, PACIFIC PALISADES, CA 90272",34.0433056,-118.5469073
129089,No Damage,21853.0,Saddle Peak,Road,Topanga,90290,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Metal,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,>30,Unknown,309706.0,1970.0,"21853 SADDLE PEAK RD, TOPANGA, CA 90290",34.0742775,-118.6182546
123863,No Damage,3916.0,Rambla Orienta,Unknown,Malibu,90265,LAC,Los Angeles,Malibu,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Tile,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,Combustible,Unknown,Unknown,680814.0,1995.0,"3916 RAMBLA ORIENTA, MALIBU, CA 90265",34.0396891,-118.6410295
98857,No Damage,43.0,Mt Baldy ,Road,Mt Baldy,91759,BDU,San Bernardino,Unknown,2024-09-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,282265.0,1932.0,"43 MT BALDY RD, MT BALDY, CA 91759",34.2364101,-117.6594414
78066,No Damage,1460.0,Hillcrest,Boulevard,Colfax,95713,NEU,Placer,Unknown,2021-08-04 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,No Fence,Unknown,Unknown,153880.0,,1460 HILLCREST BLVD COLFAX CA 95713,39.1075585059771,-120.972123870097
38596,Destroyed (>50%),5436.0,Clark,Road,Paradise Central Southeast A,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Mobile Home Single Wide,Single Residence,Unknown,Metal,No Eaves,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,539802.0,1963.0,5436  CLARK RD   PARADISE CA 95969,39.7438210547733,-121.605687757224
48586,Destroyed (>50%),2230.0,Pine Crest,Drive,Los Angeles County,Unknown,LAC,Los Angeles,Malibu Lake,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,Unknown,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,0-10,<30',199822.0,0.0,Unknown,34.1087640411885,-118.752484152567
81804,No Damage,2378.0,Blitzen,Road,South Lake Tahoe,96150,AEU,El Dorado,Unknown,2021-08-14 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,211500.0,,2378 BLITZEN RD SOUTH LAKE TAHOE CA 96150,38.8424486206686,-120.019371390327
87021,No Damage,8005.0,Old Red Bluff,Road,Chester,96020,LMU,Plumas,Unknown,2021-07-13 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,Wood,Combustible,No Fence,Unknown,Unknown,52802.0,,8005 OLD RED BLUFF RD CHESTER CA 96020,40.3591710337968,-121.337685574611
16644,No Damage,1219.0,Steele Canyon,Road,Unknown,Unknown,LNU,Napa,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,289000.0,2004.0,1219 STEELE CANYON RD NAPA CA 94558,38.515883704811,-122.19133258847
120440,Destroyed (>50%),741.0,Radcliffe,Avenue,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Unknown,Unknown,Unknown,530400.0,1965.0,"741 RADCLIFFE AVE, PACIFIC PALISADES, CA 90272",34.0441361,-118.5305634
97204,No Damage,1211.0,East La Loma,Avenue,Somis,93066,VNC,Ventura,Unknown,2024-11-06 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,0.0,Tile,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,<30',349132.0,2001.0,"1211 E LA LOMA AVE, SOMIS, CA 93066",34.2930125,-119.053388
31788,Destroyed (>50%),13941.0,Cascade,Drive,Magalia,Unknown,BTU,Butte,Magalia,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,21-30,<30',86700.0,1985.0,13941  CASCADE DR   MAGALIA CA 95954,39.8156540069795,-121.594947316431
128859,Destroyed (>50%),1107.0,Kagawa,Street,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,Unknown,Unknown,501463.0,1930.0,"1107 KAGAWA ST, PACIFIC PALISADES, CA 90272",34.0498395,-118.5190286
103740,No Damage,3730.0,Ranch Top,Road,Pasadena,91107,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Unknown,Unknown,Non Combustible,Unknown,Unknown,371768.0,1958.0,"3730 RANCH TOP RD, PASADENA, CA 91107",34.1741862,-118.0716237
107093,Destroyed (>50%),265.0,W Terrace ,Street,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,58047.0,1925.0,"265 W TERRACE ST, ALTADENA, CA 91001",34.1954179,-118.1529669
130095,Destroyed (>50%),630.0,Baylor ,Street,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,56819.0,1948.0,"630 BAYLOR ST, PACIFIC PALISADES, CA 90272",34.0471249,-118.54303
88757,No Damage,47782.0,Sugarloaf ,Drive,Posey,93260,TUU,Tulare,Guernsey Mill ,2021-09-10 00:00:00,Other,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,80056.0,,POSEY CA 93260,35.8339143114186,-118.61387487588
126596,Destroyed (>50%),17050.0,Livorno ,Drive,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Wood,Combustible,Combustible,Unknown,Unknown,2064976.0,2010.0,"17050 LIVORNO DR, PACIFIC PALISADES, CA 90272",34.0417831,-118.5498969
53763,No Damage,Unknown,Unknown,Unknown,Unknown,Unknown,BTU,Butte,Unknown,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,244800.0,1960.0,5711 HILBE DR PARADISE CA 95969,39.7543595061094,-121.577395930002
123978,No Damage,17197.0,Paseo Agua Azul,Unknown,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,468180.0,1973.0,"17197 AVENIDA DE SANTA YNEZ, PACIFIC PALISADES, CA 90272",34.070755,-118.5615413
105987,Destroyed (>50%),2716.0,Raymond,Avenue,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,<30',229000.0,1947.0,"2716 RAYMOND AVE, ALTADENA, CA 91001",34.1909225,-118.1449358
128875,Destroyed (>50%),16863.0,W Sunset,Boulevard,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,58176.0,1948.0,"16863 W SUNSET BLVD, PACIFIC PALISADES, CA 90272",34.0433773,-118.5458363
110101,No Damage,2368.0,Oliveras ,Avenue,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Composite,Wood,No Patio Cover/Carport,Combustible,Unknown,Unknown,426084.0,1945.0,"2368 OLIVERAS AVE, ALTADENA, CA 91001",34.1861687,-118.1417748
80687,Destroyed (>50%),6943.0,Tyler,Drive,Grizzly Flats,95636,AEU,El Dorado,Grizzly Flat,2021-08-14 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,11-20,Unknown,125543.0,,6943 TYLER DR GRIZZLY FLATS CA 95636,38.6464294928773,-120.523747046377
65632,Destroyed (>50%),3780.0,Cross Creek ,Circle,Santa Rosa,00000,LNU,Sonoma,Fountaingrove,2017-10-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Fire Resistant,Unknown,Screened,Fire Resistant,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,329852.0,,3780 CROSS CREEK CIR SANTA ROSA CA 95403,38.4965019531774,-122.712637243086
115423,Destroyed (>50%),1190.0,E Palm,Street,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,Unknown,No Patio Cover/Carport,No Fence,Unknown,Unknown,340000.0,1949.0,"1190 E PALM ST, ALTADENA, CA 91001",34.1926525,-118.1261198
116464,Destroyed (>50%),563.0,E Las Flores,Drive,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,128604.0,1948.0,"563 E LAS FLORES DR, ALTADENA, CA 91001",34.1961338,-118.1340306
14383,No Damage,3170.0,Calistoga ,Road,Unknown,Unknown,LNU,Sonoma,Unknown,2020-09-27 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,>50',53670.0,1938.0,3170 CALISTOGA RD SANTA ROSA CA 95404,38.5330105513842,-122.64882260605
54611,No Damage,Unknown,Unknown,Unknown,Unincorporated,Unknown,BTU,Butte,Unknown,2018-11-08 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,50000.0,1976.0,14840 GOLDCONE DR MAGALIA CA 95954,39.8483520249333,-121.584362411742
49607,Destroyed (>50%),12640.0,Stagecoach,Road,Unincorporated,Unknown,VNC,Ventura,Unknown ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Tile,Unknown,Unknown,Ignition Resistant,Unknown,Unknown,Unknown,No Patio Cover/Carport,No Fence,Unknown,Unknown,329838.0,1982.0,12640 STAGECOACH RD SANTA MONICA CA,34.0825258569056,-118.941899361437
100977,No Damage,5770.0,Heatherton,Drive,Somis,93066,VNC,Ventura,Somis ,2024-11-06 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,No Fence,Unknown,Unknown,534549.0,2003.0,"5770 HEATHERTON DR, SOMIS, CA 93066",34.2883276,-118.9973442
20656,No Damage,0.0,Unknown,Unknown,Unknown,Unknown,CZU,Santa Cruz,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,176742.0,1938.0,3220 PINE FLAT RD SANTA CRUZ CA 95060,37.0799309207205,-122.140004523103
1864,Destroyed (>50%),0.0,Mills Ranch,Road,Unknown,00000,BTU,Butte,Unknown,2020-09-09 00:00:00,Unknown,Motor Home,Single Residence,0.0,Metal,No Eaves,"Mesh Screen > 1/8""""",Metal,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,0-10,Unknown,0.0,0.0,No Address Available,39.5643872367806,-121.332663953545
123380,No Damage,3231.0,Rambla Pacifico,Unknown,Malibu,90265,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,No Fence,Unknown,Unknown,123453.0,1998.0,"3231 RAMBLA PACIFICO, MALIBU, CA 90265",34.0427379,-118.6491302
56920,No Damage,Unknown,Unknown,Unknown,Unincorporated,Unknown,BTU,Butte,Unknown,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,634729.0,1998.0,3261 WILLIAMS RD OROVILLE CA 95965,39.6697088748943,-121.661711136019
14442,Destroyed (>50%),8555.0,Tarwater,Road,Unknown,Unknown,LNU,Sonoma,Santa Rosa,2020-09-27 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Wood,Unknown,No Vents,Wood,Single Pane,Unknown,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,330790.0,1979.0,8555 TARWATER RD SANTA ROSA CA 95404,38.5116861711424,-122.599106478527
105989,Destroyed (>50%),284.0,W Harriet,Street,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,19390.0,1919.0,"284 W HARRIET ST, ALTADENA, CA 91001",34.1917836,-118.1552227
70221,Destroyed (>50%),2050.0,Schultz,Road,Unincorporated,00000,LNU,Sonoma,Unknown,2017-10-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,491345.0,1981.0,2050 SCHULTZ RD,38.403076127497,-122.575832974655
83322,No Damage,970.0,Colusa,Street,South Lake Tahoe,96150,AEU,El Dorado,Unknown,2021-08-14 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,351789.0,,970 COLUSA ST SOUTH LAKE TAHOE CA 96150,38.8399040497904,-120.019034891303
98807,No Damage,19.0,Alder Walk,Drive,Mt Baldy,91759,LAC,Los Angeles,Unknown,2024-09-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,Wood,Combustible,Combustible,Unknown,Unknown,10803.0,1928.0,"19 ALDER DR, MT BALDY, CA 91759",34.2348472,-117.6608737
39241,Destroyed (>50%),9289.0,Skyway ,Road,Magalia,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,1875459.0,1963.0,9289  SKYWAY     MAGALIA CA 95954,39.8028013996166,-121.580644100627
55546,No Damage,Unknown,Unknown,Unknown,Unincorporated,Unknown,BTU,Butte,Unknown,2018-11-08 00:00:00,Unknown,Mobile Home Single Wide,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,26000.0,1980.0,2920 CLARK RD SPC 21A BUTTE VALLEY CA 95965,39.6589071521828,-121.628309226133
17555,Destroyed (>50%),7110.0,Steiger Hill,Road,Unknown,Unknown,LNU,Solano,Vacaville ,2020-08-16 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unknown,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,>50',645045.0,1955.0,7110 STEIGER HILL RD VACAVILLE CA 95688,38.4041699263376,-122.005273164802
110734,No Damage,2212.0,El Molino,Avenue,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,20.0,Asphalt,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,80262488.0,2015.0,"2218 EL MOLINO AVE, ALTADENA, CA 91001",34.1839779,-118.1338154
30369,Destroyed (>50%),13763.0,South Park,Drive,Magalia,Unknown,BTU,Butte,Magalia,2018-11-08 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,Wood,Combustible,Non Combustible,0-10,Unknown,15147.0,1977.0,13763 S PARK DR   MAGALIA CA 95954,39.8082940072441,-121.595129411227
13014,Destroyed (>50%),777.0,Lommel,Road,Unknown,Unknown,LNU,Napa,Calistoga,2020-09-27 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unknown,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,3779894.0,2009.0,777 LOMMEL RD CALISTOGA CA 94515,38.574796311957,-122.517172742261
109939,No Damage,2087.0,Navarro,Avenue,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,144424.0,1924.0,"2087 NAVARRO AVE, ALTADENA, CA 91001",34.1815661,-118.1542731
96296,Destroyed (>50%),226.0,Nicalog,Road,Chico,95973,BTU,Butte,Cohasset,2024-07-24 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,No Fence,>30,30-50',432710.0,2007.0,"226 NICALOG RD, CHICO, CA 95973",39.8418994,-121.813562
36080,Destroyed (>50%),5449.0,S Libby,Road,Paradise Central Southeast B,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,101300.0,1955.0,5429 S LIBBY RD   PARADISE CA 95969,39.7448280799454,-121.594163407886
105573,Destroyed (>50%),1472.0,E Loma Alta,Drive,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,Unknown,Unknown,169957.0,1951.0,"1472 E LOMA ALTA DR, ALTADENA, CA 91001",34.1944131,-118.1197263
3561,No Damage,0.0,Unknown,Unknown,Unknown,00000,BTU,Butte,Unknown,2020-09-09 00:00:00,Unknown,Infrastructure,Infrastructure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1900.0,"12 STAR RD, BERRY CREEK CA 95916",39.6548057225417,-121.402623710318
60476,Destroyed (>50%),8425.0,Starbrite,Court,SOUTH LAKE,00000,KRN,Kern,South Lake,2016-06-24 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Fire Resistant,Unknown,Unknown,Combustible,Single Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,62738.0,,8425 STARBRITE DR SOUTH LAKE,35.6306980912576,-118.371274146146
102700,Destroyed (>50%),209.0,E Loma Alta,Drive,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,Unknown,Unknown,Unknown,Masonry/Concrete,Unknown,Unknown,No Fence,Unknown,<30',181591.0,1900.0,"209 E LOMA ALTA DR, ALTADENA, CA 91001",34.2046101,-118.1391476
44830,Destroyed (>50%),6666.0,Twin Oaks,Drive,Paradise Northeast B,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,30-50',219300.0,1965.0,6666  TWIN OAKS DR   PARADISE CA 95969,39.7783747124487,-121.585326154024
54335,No Damage,Unknown,Unknown,Unknown,Unincorporated,Unknown,BTU,Butte,Unknown,2018-11-08 00:00:00,Unknown,Multi Family Residence Multi Story,Multiple Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,194173.0,1992.0,6789 INDIAN DR APT A MAGALIA CA 95954,39.8062810594117,-121.579704008292
112834,Destroyed (>50%),336.0,Ventura,Street,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,370382.0,1890.0,"336 VENTURA ST, ALTADENA, CA 91001",34.1895122,-118.1566886
63372,Destroyed (>50%),3796.0,Palazzo ,Court,Santa Rosa,00000,LNU,Sonoma,Fountaingrove,2017-10-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Fire Resistant,Unknown,Screened,Fire Resistant,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,660000.0,,3796 PALAZZO CT SANTA ROSA CA 95404,38.4856639019658,-122.69908008082
108444,Destroyed (>50%),414.0,W Loma Alta ,Drive,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,384209.0,1924.0,"414 W LOMA ALTA DR, ALTADENA, CA 91001",34.2020098,-118.1519462
131381,Destroyed (>50%),16001.0,Pacific Coast,Highway,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Mobile Home Triple Wide,Single Residence,Unknown,Asphalt,No Eaves,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,Wood,Non Combustible,No Fence,Unknown,Unknown,337340.0,1962.0,"16001 PACIFIC COAST HWY, PACIFIC PALISADES, CA 90272",34.0382009,-118.5357422
