OBJECTID,Damage,Street_Number,Street_Name,Street_Type,City,Zip_Code,CAL_FIRE_Unit,County,Community,Incident_Start_Date,Structure_Defense_Actions_Taken,Structure_Type,Structure_Category,Number_of_Units,Roof_Construction,Eaves,Vent_Screen,Exterior_Siding,Window_Pane,DeckPorch_On_Grade,DeckPorch_Elevated,Patio_CoverCarport_Attached_to_Structure,Fence_Attached_to_Structure,Distance_Propane_Tank_to_Structure,Distance_Residence_to_UtilityMisc_Structure_gt_120_SQFT,Assessed_Improved_Value,Year_Built,Site_Address,Latitude,Longitude
106825,No Damage,3218.0,Marengo,Avenue,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,122016.0,1946.0,"3218 MARENGO AVE, ALTADENA, CA 91001",34.1990029,-118.1361891
39459,Destroyed (>50%),627.0,Gregs ,Way,Paradise Central Southwest A,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,87913.0,1958.0,627  GREGS WAY   PARADISE CA 95969,39.7430349721773,-121.627671462706
15504,No Damage,25831.0,County Road 34,Other,Unknown,Unknown,LNU,Yolo,Winters,2020-08-16 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,265742.0,1978.0,25928 VENADO DR WINTERS CA 95694,38.5200356715572,-122.033141609743
64275,Destroyed (>50%),3446.0,Santiago,Drive,Santa Rosa,00000,LNU,Sonoma,Coffey Park,2017-10-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Unenclosed,Screened,Combustible,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,164344.0,,3446 SANTIAGO DR SANTA ROSA CA 95403,38.4726583676875,-122.750638363733
51239,Destroyed (>50%),15256.0,Rock Creek,Road,Unincorporated,Unknown,SHU,Shasta,Shasta,2018-07-23 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,11-20,Unknown,57000.0,1940.0,15256 ROCK CREEK RD SHASTA CA 96087,40.6110876480779,-122.492902209933
53093,No Damage,Unknown,Unknown,Unknown,Unknown,Unknown,BTU,Butte,Unknown,2018-11-08 00:00:00,Unknown,Multi Family Residence Single Story,Multiple Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,750065.0,1973.0,1220 ELLIOTT RD PARADISE CA 95969,39.7590230249073,-121.601274543541
108774,No Damage,868.0,E Sacramento ,Street,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,173288.0,1992.0,"856 E SACRAMENTO ST, ALTADENA, CA 91001",34.1793723,-118.1326722
26054,Destroyed (>50%),37105.0,San Antonio ,Road,Unknown,Unknown,SCU,Santa Clara,Unknown,2020-08-18 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,63720.0,,37105 SAN ANTONIO RD SAN JOSE CA 95140,37.361275824394,-121.550943326068
47736,Destroyed (>50%),13932.0,Rutgers,Court,Magalia,Unknown,BTU,Butte,Magalia,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,11-20,<30',111555.0,1979.0,13932  RUTGERS CT   MAGALIA CA 95954,39.8163667081085,-121.602169628483
5491,No Damage,674.0,Trails End,Drive,Unknown,00000,TUU,Tulare,Camp Nelson,2020-08-19 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,Unscreened,Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,52746.0,0.0,674 TRAILS END DR SPRINGVILLE CA 93265,36.1456730035581,-118.606329534143
121722,No Damage,1100.0,Lachman,Lane,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,387822.0,1966.0,"1100 LACHMAN LN, PACIFIC PALISADES, CA 90272",34.0553463,-118.54684
34844,Destroyed (>50%),5407.0,Sawmill ,Road,Paradise Central Southeast B,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,No Vents,Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,30-50',110758.0,1945.0,5407  SAWMILL RD   PARADISE CA 95969,39.7441996569965,-121.589546695248
87675,Destroyed (>50%),6080.0,Eastside Calpella,Road,Ukiah,95482,MEU,Mendocino,Unknown,2021-09-12 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Metal,Unknown,"Mesh Screen <= 1/8""""",Wood,Unknown,No Deck/Porch,Unknown,Unknown,No Fence,Unknown,Unknown,38236.0,,6080 EASTSIDE CALPELLA RD UKIAH CA 95482,39.2318034999536,-123.20009000013
126529,Destroyed (>50%),1166.0,Embury,Street,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Unknown,Unknown,Unknown,162991.0,1926.0,"1166 EMBURY ST, PACIFIC PALISADES, CA 90272",34.0508371,-118.5237422
109283,Destroyed (>50%),3044.0,La Corona ,Avenue,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Unknown,Unknown,Unknown,Unknown,126191.0,1924.0,"3044 LA CORONA AVE, ALTADENA, CA 91001",34.1975775,-118.1469594
91625,No Damage,714.0,Old Beaver Creek,Road,Klamath River,96050,SKU,Siskiyou,Unknown,2022-07-29 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,217547.0,1984.0,714 OLD BEAVER CREEK RD KLAMATH RIVER 96050 CA,41.88220854,-122.82075999
111097,No Damage,670.0,E Sacramento,Street,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,968475.0,1924.0,"664 E SACRAMENTO ST, ALTADENA, CA 91001",34.1808743,-118.1367422
18551,No Damage,2805.0,Stagecoach Canyon,Road,Unknown,Unknown,LNU,Napa,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,422529.0,1976.0,2802 STAGECOACH CANYON RD POPE VALLEY CA 94567,38.6845520508462,-122.357830504225
41301,Destroyed (>50%),3329.0,Neal ,Road,Paradise Southwest B,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,85000.0,1956.0,3329  NEAL RD   PARADISE CA 95969,39.7291176377126,-121.65442904378
106164,Destroyed (>50%),225.0,W Terrace ,Street,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Unknown,Unknown,Unknown,163675.0,1925.0,"225 W TERRACE ST, ALTADENA, CA 91001",34.1953368,-118.152068
118301,No Damage,1367.0,Coolidge,Avenue,Pasadena,91104,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,<30',214439.0,1948.0,"1367 COOLIDGE AVE, PASADENA, CA 91104",34.1696703,-118.1011014
49762,Destroyed (>50%),30147.0,Cuthbert,Road,Malibu,Unknown,LAC,Los Angeles,Residential ,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,135449.0,1956.0,30147 CUTHBERT RD MALIBU CA 90265,34.0335109176967,-118.831001836556
66240,Destroyed (>50%),598.0,Vista de Ventura,Unknown,Ventura,00000,VNC,Ventura,Ventura ,2017-12-04 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Unknown,Unknown,Fire Resistant,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,615401.0,2001.0,598 VISTA DE VENTURA VENTURA CA 93003,34.286989622105,-119.220807475181
7256,No Damage,59265.0,Tollhouse ,Road,Unknown,00000,FKU,Fresno,Unknown,2020-09-04 00:00:00,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0, LAKESHORE CA 93634,37.2365621371224,-119.1550194874
39500,Destroyed (>50%),14283.0,Coutolenc,Road,Unincorporated,Unknown,BTU,Butte,Magalia,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Tile,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,30-50',184707.0,1989.0,14283  COUTOLENC RD   MAGALIA CA 95954,39.8268052559769,-121.579687504444
69023,Destroyed (>50%),8501.0,Deerbrush,Avenue,SOUTH LAKE,00000,KRN,Kern,South Lake,2016-06-24 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Single Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,14677.0,,8501 DEERBRUSH AV SOUTH LAKE,35.6325786250038,-118.370213673275
87239,No Damage,542.0,Crescent ,Street,Greenville,95947,LMU,Plumas,Greenville ,2021-07-13 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Enclosed,"Mesh Screen <= 1/8""""",Metal,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,,,133 HIDEAWAY RD GREENVILLE CA 95947,40.1373218998173,-120.938274350366
86480,No Damage,457310.0,Honeyview ,Lane,Milford,96121,LMU,Lassen,Unknown,2021-07-13 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,57709.0,,457-310 HONEYVIEW LN MILFORD CA 96121,40.2378101608904,-120.455502080057
51525,Destroyed (>50%),15788.0,Scruffy ,Drive,Unincorporated,Unknown,SHU,Shasta,Redding ,2018-07-23 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unknown,Unknown,Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,>30,>50',166111.0,0.0,15788 SCRUFFY DR REDDING CA 96001,40.5685717166679,-122.474580823575
34635,Destroyed (>50%),696.0,Edwards,Lane,Paradise Southwest B,Unknown,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Combustible,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,133002.0,1985.0,696  EDWARDS LN   PARADISE CA 95969,39.7667259063536,-121.624461928621
3892,Destroyed (>50%),137.0,He Le Ve ,Road,Unknown,00000,BTU,Butte,Berry Creek,2020-09-09 00:00:00,Unknown,Mobile Home Single Wide,Single Residence,0.0,Asphalt,No Eaves,Unknown,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,21-30,Unknown,14305.0,1984.0,"137 HE-LE-VE RD, BERRY CREEK CA 95916",39.6432765801658,-121.457975241807
64159,Destroyed (>50%),2012.0,Foxtail,Court,Santa Rosa,00000,LNU,Sonoma,Fountaingrove,2017-10-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Fire Resistant,Unknown,Screened,Combustible,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,472095.0,,2012 FOXTAIL CT SANTA ROSA CA 95403,38.493829433856,-122.705526044549
101897,No Damage,2035.0,Skyview ,Drive,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Enclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,Combustible,Unknown,<30',221874.0,1954.0,"2035 SKYVIEW DR, ALTADENA, CA 91001",34.1910247,-118.1096311
25014,No Damage,615.0,Waterman Gap,Loop,Unknown,Unknown,CZU,Santa Cruz,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,380848.0,1990.0,615 WATERMAN GAP LOOP BOULDER CREEK CA 95006,37.191329183962,-122.161586103138
46260,Destroyed (>50%),941.0,Thomasson,Lane,Paradise Northwest B,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,Unknown,Unknown,62739.0,1973.0,941  THOMASSON LN   PARADISE CA 95969,39.7756436672295,-121.613470255094
71922,Destroyed (>50%),8513.0,Fremontia,Way,SOUTH LAKE,00000,KRN,Kern,South Lake,2016-06-24 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Fire Resistant,Unknown,Unknown,Fire Resistant,Single Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,43800.0,,8513 FREMONTIA WY SOUTH LAKE,35.6332879199304,-118.369794849944
80306,No Damage,1111.0,Sierra At Tahoe,Road,Unknown,00000,AEU,El Dorado,Unknown,2021-08-14 00:00:00,Unknown,Commercial Building Multi Story,Nonresidential Commercial,0.0,Concrete,Enclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,18482875.0,,1111 SIERRA AT TAHOE RD CA,38.800910592341,-120.08000617631
55182,No Damage,Unknown,Unknown,Unknown,Unknown,Unknown,BTU,Butte,Unknown,2018-11-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,32191.0,1947.0,6804 QUAIL WAY PARADISE CA 95969,39.7894963960163,-121.596169907363
126540,No Damage,3971.0,Mandeville Canyon ,Road,Los Angeles,90049,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Composite,Combustible,Combustible,Unknown,Unknown,368653.0,1957.0,"3971 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",34.123755,-118.5073217
65133,Destroyed (>50%),12187.0,Mead ,Road,Unincorporated,00000,LNU,Lake,Unknown,2015-09-12 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,300000.0,,12187 MEAD RD MIDDLETOWN CA 95461,38.7777156201402,-122.681186455133
4638,No Damage,2000.0,On Top Mine,Road,Unknown,00000,LMU,Plumas,Unknown,2020-09-09 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Enclosed,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,118141.0,1948.0,2000 ON TOP MINE RD BUCKS LAKE CA 95971,39.8255914545588,-121.160317265977
50564,Destroyed (>50%),14900.0,Oregon,Road,Unincorporated,Unknown,SKU,Siskiyou,Hornbrook,2018-07-05 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Combustible,Unknown,Unknown,No Deck/Porch,Non Combustible,No Fence,Unknown,<30',36406.0,,14900 OREGON RD HORNBROOK CA 96044,41.904004718894,-122.562875423469
13211,No Damage,550.0,White Cottage ,Road,Unknown,Unknown,LNU,Napa,Angwin ,2020-09-27 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Concrete,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,Unknown,Unknown,516477.0,1983.0,550 WHITE COTTAGE RD S ANGWIN CA 94508,38.5563703335259,-122.459697245792
72085,Destroyed (>50%),16054.0,Wardlaw,Street,Middletown,00000,LNU,Lake,Unknown,2015-09-12 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,30136.0,,16046 WARDLAW ST MIDDLETOWN CA 95461,38.7542789122614,-122.612482750637
105201,Destroyed (>50%),3279.0,Rubio Canyon,Road,Altadena,91001,LAC,Los Angeles,Altadena,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,132608.0,1953.0,"3279 RUBIO CANYON RD, ALTADENA, CA 91001",34.200106,-118.1245983
106590,Destroyed (>50%),249.0,Highlawn,Place,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,214911.0,1960.0,"249 HIGHLAWN PL, ALTADENA, CA 91001",34.1929113,-118.143193
68401,Destroyed (>50%),18068.0,Jesus Maria,Road,Mountain Ranch,95246,TCU,Calaveras,Mountain Ranch,2015-09-09 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Combustible,Unknown,Unknown,Combustible,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,61000.0,,18068 JESUS MARIA RD MOUNTAIN RANCH CA 95246,38.282943963882,-120.552663104805
100790,Destroyed (>50%),3206.0,Old Coach,Drive,Camarillo,93010,VNC,Ventura,Unknown,2024-11-06 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Metal,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,109123.0,1966.0,"3206 OLD COACH DR, CAMARILLO, CA 93010",34.2498289,-119.0584784
8712,Destroyed (>50%),0.0,Huntington Shr,Lane,Unknown,00000,FKU,Fresno,Unknown,2020-09-04 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Wood,Unenclosed,No Vents,Wood,Single Pane,Unknown,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,0.0, LAKESHORE CA 93634,37.2408134253176,-119.207908318979
5738,No Damage,0.0,Balch Park,Road,Unknown,00000,TUU,Tulare,Unknown,2020-08-19 00:00:00,Unknown,Mobile Home Single Wide,Single Residence,0.0,Asphalt,No Eaves,No Vents,Vinyl,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,0.0,Unknown,36.2601053251751,-118.737216721968
23775,Destroyed (>50%),411.0,Midway Ranch,Road,Unknown,Unknown,CZU,Santa Cruz,Boulder Creek,2020-08-16 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,No Eaves,No Vents,Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,Unknown,<30',196183.0,1996.0,411 MIDWAY RANCH RD BOULDER CREEK CA 95006,37.1657730831886,-122.15830944963
115593,Destroyed (>50%),2479.0,Highland ,Avenue,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Tile,Unknown,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,Unknown,<30',300917.0,1929.0,"2479 HIGHLAND AVE, ALTADENA, CA 91001",34.1884537,-118.124761
106888,No Damage,797.0,Florecita,Lane,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,42383.0,1949.0,"797 FLORECITA LN, ALTADENA, CA 91001",34.201419,-118.1619348
65276,Destroyed (>50%),1098.0,Toro Canyon,Road,Unincorporated,00000,SBC,Santa Barbara,Unknown,2017-12-04 00:00:00,Unknown,Mobile Home Single Wide,Single Residence,Unknown,Combustible,Unknown,Unknown,Combustible,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,98264.0,1987.0,"1098 TORO CANYON RD SANTA BARBARA, CA 93108",34.4534330677399,-119.552692249686
4133,No Damage,762.0,Bloomer Hill ,Road,Unknown,00000,BTU,Butte,Unknown,2020-09-09 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,21641.0,1900.0,"762 BLOOMER HILL RD, BERRY CREEK CA 95916",39.6549894189078,-121.445259473976
27714,No Damage,134.0,Roscomare ,Unknown,Unknown,Unknown,ORC,Orange,Irvine ,2020-10-26 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Tile,Unenclosed,Unknown,Stucco Brick Cement,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,,,Unknown,33.7370035562107,-117.735624629644
15961,No Damage,805.0,Bahia Vista ,Court,Unknown,Unknown,LNU,Napa,Napa,2020-08-16 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,94321.0,1985.0,805 BAHIA VISTA CT NAPA CA 94558,38.5159363507434,-122.187907190121
127399,Destroyed (>50%),735.0,Chautauqua,Boulevard,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,143937.0,1947.0,"735 CHAUTAUQUA BLVD, PACIFIC PALISADES, CA 90272",34.0425108,-118.5177858
41472,Destroyed (>50%),14812.0,Coutolenc,Road,Unincorporated,Unknown,BTU,Butte,Magalia,2018-11-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,21-30,Unknown,375000.0,1994.0,14812  COUTOLENC RD   MAGALIA CA 95954,39.8447425038883,-121.568730051339
28132,No Damage,27241.0,Silverado Canyon,Road,Unknown,Unknown,ORC,Orange,Unknown,2020-12-02 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,Unknown,125155.0,1949.0,27246 SILVERADO CANYON RD SILVERADO CA,33.7443113050368,-117.655178905933
19390,No Damage,17000.0,Armstrong Woods,Road,Unknown,Unknown,LNU,Sonoma,Guerneville ,2020-08-16 00:00:00,Combination of Actions,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,17000 ARMSTRONG WOODS RD GUERNEVILLE CA 95446,38.5437141403553,-123.00299436087
80386,Destroyed (>50%),7864.0,Hemlock ,Avenue,Twin Bridges,95735,AEU,El Dorado,Unknown,2021-08-14 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,11-20,Unknown,214498.0,,7864 HEMLOCK AVE TWIN BRIDGES CA 95735,38.8157314387316,-120.077999074064
67979,Destroyed (>50%),15835.0,Shawnee,Circle,Unincorporated,00000,LNU,Lake,Middletown ,2015-09-12 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,39068.0,,15835 SHAWNEE CIR LOCH LOMOND CA 95461,38.8682591172114,-122.685306907865
41175,Destroyed (>50%),1015.0,Wagstaff ,Road,Paradise Northwest B,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Combustible,No Windows,No Deck/Porch,No Deck/Porch,Unknown,No Fence,Unknown,Unknown,128863.0,1965.0,1015  WAGSTAFF RD   PARADISE CA 95969,39.7780334150455,-121.610856218703
